invoice_number,vendor_id,what_for,amount_usd,invoice_date,approval_path
INV-2026-02478,VEN043,utilities,37594.42,2025-11-29,cfo_over_25k
INV-2026-02575,VEN028,strategy consulting,22306.75,2025-11-29,manager_under_25k
INV-2026-00105,VEN046,legal advisory,46124.37,2025-11-30,cfo_over_25k
INV-2026-00390,VEN025,office supplies,4962.48,2025-11-30,manager_under_25k
INV-2026-00509,VEN008,telecoms,45289.69,2025-11-30,cfo_over_25k
INV-2026-00726,VEN020,catering,23956.06,2025-11-30,manager_under_25k
INV-2026-01359,VEN010,cloud hosting,25809.07,2025-11-30,cfo_over_25k
INV-2026-01571,VEN051,recruitment,29897.1,2025-11-30,cfo_over_25k
INV-2026-02282,VEN054,marketing services,29135.11,2025-11-30,cfo_over_25k
INV-2026-02457,VEN001,office supplies,13619.58,2025-11-30,manager_under_25k
INV-2026-02781,VEN026,cloud hosting,34883.86,2025-11-30,cfo_over_25k
INV-2026-00322,VEN078,legal advisory,33905.66,2025-12-01,cfo_over_25k
INV-2026-00739,VEN013,audit and tax,58492.04,2025-12-01,cfo_over_25k
INV-2026-01237,VEN019,security services,26807.25,2025-12-01,cfo_over_25k
INV-2026-02067,VEN042,audit and tax,28700.99,2025-12-01,cfo_over_25k
INV-2026-02570,VEN030,cloud hosting,37850.88,2025-12-01,cfo_over_25k
INV-2026-00580,VEN043,utilities,45446.45,2025-12-02,cfo_over_25k
INV-2026-00817,VEN073,catering,8241.53,2025-12-02,manager_under_25k
INV-2026-00912,VEN006,strategy consulting,101649.78,2025-12-02,cfo_over_25k
INV-2026-01142,VEN058,security services,6141.38,2025-12-02,manager_under_25k
INV-2026-01788,VEN008,telecoms,24680.46,2025-12-02,manager_under_25k
INV-2026-02095,VEN016,utilities,46660.52,2025-12-02,cfo_over_25k
INV-2026-02449,VEN024,marketing services,30932.72,2025-12-02,cfo_over_25k
INV-2026-02540,VEN021,training services,18717.36,2025-12-02,manager_under_25k
INV-2026-02694,VEN017,translation services,12446.58,2025-12-02,manager_under_25k
INV-2026-02963,VEN057,marketing services,24764.42,2025-12-02,manager_under_25k
INV-2026-00015,VEN071,IT support,8807.8,2025-12-03,manager_under_25k
INV-2026-00547,VEN074,cleaning services,5481.65,2025-12-03,manager_under_25k
INV-2026-01259,VEN078,legal advisory,11958.78,2025-12-03,manager_under_25k
INV-2026-01339,VEN076,utilities,16911.31,2025-12-03,manager_under_25k
INV-2026-01627,VEN007,industrial consumables,16756.94,2025-12-03,manager_under_25k
INV-2026-01645,VEN076,utilities,38711.89,2025-12-03,cfo_over_25k
INV-2026-01653,VEN079,software licenses,25606.52,2025-12-03,cfo_over_25k
INV-2026-02444,VEN035,couriers,14527.79,2025-12-03,manager_under_25k
INV-2026-02655,VEN004,legal advisory,61346.29,2025-12-03,cfo_over_25k
INV-2026-02759,VEN006,strategy consulting,55478.62,2025-12-03,cfo_over_25k
INV-2026-00213,VEN047,insurance broking,14367.11,2025-12-04,manager_under_25k
INV-2026-00295,VEN011,market research,7836.04,2025-12-04,manager_under_25k
INV-2026-00515,VEN032,software licenses,42970.36,2025-12-04,cfo_over_25k
INV-2026-00829,VEN068,industrial consumables,9695.7,2025-12-04,manager_under_25k
INV-2026-00870,VEN054,marketing services,29745.89,2025-12-04,cfo_over_25k
INV-2026-00909,VEN021,training services,9104.95,2025-12-04,manager_under_25k
INV-2026-01421,VEN039,training services,5855.61,2025-12-04,manager_under_25k
INV-2026-02383,VEN063,cloud hosting,16026.81,2025-12-04,manager_under_25k
INV-2026-02662,VEN076,utilities,26933.17,2025-12-04,cfo_over_25k
INV-2026-02987,VEN074,cleaning services,4580.68,2025-12-04,manager_under_25k
INV-2026-00778,VEN054,marketing services,37471.35,2025-12-05,cfo_over_25k
INV-2026-00879,VEN059,corporate travel,12201.93,2025-12-05,manager_under_25k
INV-2026-01021,VEN068,industrial consumables,14788.7,2025-12-05,manager_under_25k
INV-2026-01136,VEN003,marketing services,37865.42,2025-12-05,cfo_over_25k
INV-2026-01580,VEN030,cloud hosting,32688.89,2025-12-05,cfo_over_25k
INV-2026-01584,VEN078,legal advisory,30666.83,2025-12-05,cfo_over_25k
INV-2026-01614,VEN063,cloud hosting,14018.95,2025-12-05,manager_under_25k
INV-2026-01709,VEN043,utilities,31935.91,2025-12-05,cfo_over_25k
INV-2026-02121,VEN016,utilities,51380.43,2025-12-05,cfo_over_25k
INV-2026-02264,VEN072,marketing services,17649.0,2025-12-05,manager_under_25k
INV-2026-02532,VEN006,strategy consulting,40141.49,2025-12-05,cfo_over_25k
INV-2026-02933,VEN003,marketing services,51579.5,2025-12-05,cfo_over_25k
INV-2026-00562,VEN017,translation services,9010.73,2025-12-06,manager_under_25k
INV-2026-00635,VEN058,security services,12144.7,2025-12-06,manager_under_25k
INV-2026-00800,VEN007,industrial consumables,11641.26,2025-12-06,manager_under_25k
INV-2026-01079,VEN046,legal advisory,43316.84,2025-12-06,cfo_over_25k
INV-2026-01380,VEN043,utilities,27350.7,2025-12-06,cfo_over_25k
INV-2026-02072,VEN032,software licenses,28902.8,2025-12-06,cfo_over_25k
INV-2026-02277,VEN030,cloud hosting,13851.93,2025-12-06,manager_under_25k
INV-2026-02349,VEN032,software licenses,20287.46,2025-12-06,manager_under_25k
INV-2026-02826,VEN049,corporate travel,10526.77,2025-12-06,manager_under_25k
INV-2026-02937,VEN020,catering,10586.95,2025-12-06,manager_under_25k
INV-2026-00392,VEN011,market research,11431.88,2025-12-07,manager_under_25k
INV-2026-00576,VEN029,HR advisory,22222.45,2025-12-07,manager_under_25k
INV-2026-01182,VEN008,telecoms,32384.25,2025-12-07,cfo_over_25k
INV-2026-01247,VEN006,strategy consulting,86435.9,2025-12-07,cfo_over_25k
INV-2026-01697,VEN026,cloud hosting,24809.15,2025-12-07,manager_under_25k
INV-2026-01909,VEN023,IT support,20689.49,2025-12-07,manager_under_25k
INV-2026-02490,VEN019,security services,13322.57,2025-12-07,manager_under_25k
INV-2026-02539,VEN055,catering,6377.69,2025-12-07,manager_under_25k
INV-2026-02892,VEN054,marketing services,23920.18,2025-12-07,manager_under_25k
INV-2026-00273,VEN060,legal advisory,23923.24,2025-12-08,manager_under_25k
INV-2026-00661,VEN060,legal advisory,30707.54,2025-12-08,cfo_over_25k
INV-2026-00663,VEN059,corporate travel,10758.16,2025-12-08,manager_under_25k
INV-2026-00666,VEN002,software licenses,19415.74,2025-12-08,manager_under_25k
INV-2026-00970,VEN018,recruitment,43543.97,2025-12-08,cfo_over_25k
INV-2026-01353,VEN079,software licenses,26192.11,2025-12-08,cfo_over_25k
INV-2026-01460,VEN078,legal advisory,33403.62,2025-12-08,cfo_over_25k
INV-2026-01526,VEN027,corporate travel,25435.74,2025-12-08,cfo_over_25k
INV-2026-01716,VEN046,legal advisory,19115.99,2025-12-08,manager_under_25k
INV-2026-01731,VEN008,telecoms,45021.66,2025-12-08,cfo_over_25k
INV-2026-01895,VEN006,strategy consulting,121249.3,2025-12-08,cfo_over_25k
INV-2026-01896,VEN009,corporate travel,30942.03,2025-12-08,cfo_over_25k
INV-2026-01977,VEN038,marketing services,19856.61,2025-12-08,manager_under_25k
INV-2026-00195,VEN046,legal advisory,37814.67,2025-12-09,cfo_over_25k
INV-2026-00794,VEN013,audit and tax,32628.99,2025-12-09,cfo_over_25k
INV-2026-01569,VEN041,translation services,7587.66,2025-12-09,manager_under_25k
INV-2026-01698,VEN023,IT support,18522.33,2025-12-09,manager_under_25k
INV-2026-02355,VEN032,software licenses,57793.92,2025-12-09,cfo_over_25k
INV-2026-02667,VEN006,strategy consulting,74034.76,2025-12-09,cfo_over_25k
INV-2026-02818,VEN038,marketing services,15419.37,2025-12-09,manager_under_25k
INV-2026-00276,VEN032,software licenses,38336.88,2025-12-10,cfo_over_25k
INV-2026-00477,VEN022,legal advisory,30016.05,2025-12-10,cfo_over_25k
INV-2026-00530,VEN048,cleaning services,10495.98,2025-12-10,manager_under_25k
INV-2026-00944,VEN060,legal advisory,15808.25,2025-12-10,manager_under_25k
INV-2026-01270,VEN042,audit and tax,26078.26,2025-12-10,cfo_over_25k
INV-2026-01546,VEN019,security services,29909.88,2025-12-10,cfo_over_25k
INV-2026-01712,VEN031,managed print,11022.69,2025-12-10,manager_under_25k
INV-2026-01734,VEN031,managed print,10947.31,2025-12-10,manager_under_25k
INV-2026-01887,VEN016,utilities,74170.69,2025-12-10,cfo_over_25k
INV-2026-02684,VEN058,security services,16751.05,2025-12-10,manager_under_25k
INV-2026-02790,VEN057,marketing services,19563.4,2025-12-10,manager_under_25k
INV-2026-00035,VEN019,security services,32853.89,2025-12-11,cfo_over_25k
INV-2026-00360,VEN024,marketing services,19090.61,2025-12-11,manager_under_25k
INV-2026-01884,VEN004,legal advisory,38374.15,2025-12-11,cfo_over_25k
INV-2026-02330,VEN013,audit and tax,41440.81,2025-12-11,cfo_over_25k
INV-2026-02630,VEN026,cloud hosting,45204.3,2025-12-11,cfo_over_25k
INV-2026-00198,VEN018,recruitment,38765.05,2025-12-12,manager_under_25k
INV-2026-00321,VEN010,cloud hosting,28315.87,2025-12-12,cfo_over_25k
INV-2026-00569,VEN023,IT support,9411.7,2025-12-12,manager_under_25k
INV-2026-01158,VEN060,legal advisory,13536.73,2025-12-12,manager_under_25k
INV-2026-01608,VEN072,marketing services,22746.28,2025-12-12,manager_under_25k
INV-2026-02292,VEN017,translation services,7519.84,2025-12-12,manager_under_25k
INV-2026-02558,VEN010,cloud hosting,63065.89,2025-12-12,cfo_over_25k
INV-2026-00736,VEN040,HR advisory,9978.99,2025-12-13,manager_under_25k
INV-2026-00801,VEN055,catering,6141.87,2025-12-13,manager_under_25k
INV-2026-00861,VEN053,couriers,8994.92,2025-12-13,manager_under_25k
INV-2026-01641,VEN011,market research,6983.58,2025-12-13,manager_under_25k
INV-2026-02350,VEN061,software licenses,15307.85,2025-12-13,manager_under_25k
INV-2026-02390,VEN007,industrial consumables,23668.15,2025-12-13,manager_under_25k
INV-2026-02983,VEN070,recruitment,21722.85,2025-12-13,manager_under_25k
INV-2026-00628,VEN045,software licenses,9895.32,2025-12-14,manager_under_25k
INV-2026-00727,VEN015,fleet lease,40907.51,2025-12-14,cfo_over_25k
INV-2026-00952,VEN024,marketing services,15044.75,2025-12-14,manager_under_25k
INV-2026-00996,VEN021,training services,16064.9,2025-12-14,manager_under_25k
INV-2026-01537,VEN040,HR advisory,11993.24,2025-12-14,manager_under_25k
INV-2026-01945,VEN016,utilities,31307.02,2025-12-14,cfo_over_25k
INV-2026-02242,VEN004,legal advisory,41303.57,2025-12-14,cfo_over_25k
INV-2026-02771,VEN069,audit and tax,9012.75,2025-12-14,manager_under_25k
INV-2026-00942,VEN006,strategy consulting,89478.37,2025-12-15,cfo_over_25k
INV-2026-01282,VEN021,training services,23174.04,2025-12-15,manager_under_25k
INV-2026-01301,VEN059,corporate travel,8330.79,2025-12-15,manager_under_25k
INV-2026-01324,VEN049,corporate travel,15146.67,2025-12-15,manager_under_25k
INV-2026-01439,VEN049,corporate travel,10779.53,2025-12-15,manager_under_25k
INV-2026-02556,VEN030,cloud hosting,33181.19,2025-12-15,cfo_over_25k
INV-2026-02797,VEN028,strategy consulting,52826.71,2025-12-15,cfo_over_25k
INV-2026-02854,VEN076,utilities,22508.61,2025-12-15,manager_under_25k
INV-2026-00040,VEN058,security services,16041.81,2025-12-16,manager_under_25k
INV-2026-01083,VEN056,training services,13594.34,2025-12-16,manager_under_25k
INV-2026-01533,VEN043,utilities,43523.07,2025-12-16,cfo_over_25k
INV-2026-02762,VEN024,marketing services,14956.16,2025-12-16,manager_under_25k
INV-2026-00013,VEN033,audit and tax,31475.81,2025-12-17,cfo_over_25k
INV-2026-00065,VEN027,corporate travel,10982.61,2025-12-17,manager_under_25k
INV-2026-00565,VEN023,IT support,19063.13,2025-12-17,manager_under_25k
INV-2026-01095,VEN024,marketing services,20961.3,2025-12-17,manager_under_25k
INV-2026-02287,VEN020,catering,16694.24,2025-12-17,manager_under_25k
INV-2026-02910,VEN053,couriers,8788.62,2025-12-17,manager_under_25k
INV-2026-00067,VEN026,cloud hosting,33561.34,2025-12-18,cfo_over_25k
INV-2026-00629,VEN040,HR advisory,16013.66,2025-12-18,manager_under_25k
INV-2026-00717,VEN006,strategy consulting,56884.29,2025-12-18,cfo_over_25k
INV-2026-00811,VEN035,couriers,15952.36,2025-12-18,manager_under_25k
INV-2026-00960,VEN026,cloud hosting,14086.32,2025-12-18,manager_under_25k
INV-2026-00988,VEN043,utilities,18621.76,2025-12-18,manager_under_25k
INV-2026-01197,VEN077,corporate travel,7069.02,2025-12-18,manager_under_25k
INV-2026-02131,VEN031,managed print,5368.19,2025-12-18,manager_under_25k
INV-2026-00205,VEN066,couriers,13705.11,2025-12-19,manager_under_25k
INV-2026-01030,VEN006,strategy consulting,100392.21,2025-12-19,cfo_over_25k
INV-2026-01363,VEN032,software licenses,23050.29,2025-12-19,manager_under_25k
INV-2026-01602,VEN015,fleet lease,51266.17,2025-12-19,cfo_over_25k
INV-2026-01649,VEN026,cloud hosting,21885.58,2025-12-19,manager_under_25k
INV-2026-01920,VEN030,cloud hosting,32479.94,2025-12-19,cfo_over_25k
INV-2026-02102,VEN030,cloud hosting,25710.7,2025-12-19,cfo_over_25k
INV-2026-02116,VEN018,recruitment,42431.91,2025-12-19,cfo_over_25k
INV-2026-00522,VEN018,recruitment,17665.82,2025-12-20,manager_under_25k
INV-2026-00642,VEN016,utilities,57403.13,2025-12-20,cfo_over_25k
INV-2026-01028,VEN045,software licenses,20334.87,2025-12-20,manager_under_25k
INV-2026-01243,VEN029,HR advisory,17041.91,2025-12-20,manager_under_25k
INV-2026-01343,VEN078,legal advisory,22716.6,2025-12-20,manager_under_25k
INV-2026-01689,VEN075,training services,11356.31,2025-12-20,manager_under_25k
INV-2026-01926,VEN073,catering,6261.4,2025-12-20,manager_under_25k
INV-2026-01987,VEN069,audit and tax,9616.64,2025-12-20,manager_under_25k
INV-2026-00640,VEN008,telecoms,43589.31,2025-12-21,cfo_over_25k
INV-2026-00710,VEN010,cloud hosting,22855.14,2025-12-21,manager_under_25k
INV-2026-01024,VEN060,legal advisory,14583.1,2025-12-21,manager_under_25k
INV-2026-01216,VEN017,translation services,6812.15,2025-12-21,manager_under_25k
INV-2026-01424,VEN062,HR advisory,16032.84,2025-12-21,manager_under_25k
INV-2026-01692,VEN002,software licenses,25540.32,2025-12-21,cfo_over_25k
INV-2026-01873,VEN059,corporate travel,22548.65,2025-12-21,manager_under_25k
INV-2026-02170,VEN004,legal advisory,39147.14,2025-12-21,cfo_over_25k
INV-2026-02250,VEN018,recruitment,24873.86,2025-12-21,manager_under_25k
INV-2026-02553,VEN010,cloud hosting,60011.46,2025-12-21,cfo_over_25k
INV-2026-02788,VEN013,audit and tax,29180.22,2025-12-21,cfo_over_25k
INV-2026-00362,VEN042,audit and tax,18301.18,2025-12-22,manager_under_25k
INV-2026-00712,VEN028,strategy consulting,38156.36,2025-12-22,cfo_over_25k
INV-2026-01013,VEN022,legal advisory,37443.1,2025-12-22,cfo_over_25k
INV-2026-01217,VEN050,industrial consumables,13045.32,2025-12-22,manager_under_25k
INV-2026-02033,VEN022,legal advisory,25051.3,2025-12-22,cfo_over_25k
INV-2026-02348,VEN060,legal advisory,15671.69,2025-12-22,manager_under_25k
INV-2026-02403,VEN019,security services,34512.51,2025-12-22,cfo_over_25k
INV-2026-02438,VEN016,utilities,26261.54,2025-12-22,cfo_over_25k
INV-2026-02530,VEN051,recruitment,29086.36,2025-12-22,cfo_over_25k
INV-2026-02784,VEN029,HR advisory,21404.41,2025-12-22,manager_under_25k
INV-2026-00261,VEN010,cloud hosting,68998.49,2025-12-23,manager_under_25k
INV-2026-00426,VEN029,HR advisory,20172.0,2025-12-23,manager_under_25k
INV-2026-00838,VEN021,training services,12772.21,2025-12-23,manager_under_25k
INV-2026-01283,VEN035,couriers,7797.63,2025-12-23,manager_under_25k
INV-2026-01939,VEN042,audit and tax,22341.0,2025-12-23,manager_under_25k
INV-2026-02361,VEN009,corporate travel,34315.92,2025-12-23,cfo_over_25k
INV-2026-00516,VEN046,legal advisory,27809.29,2025-12-24,cfo_over_25k
INV-2026-00592,VEN028,strategy consulting,49009.44,2025-12-24,cfo_over_25k
INV-2026-00706,VEN021,training services,18979.27,2025-12-24,manager_under_25k
INV-2026-00955,VEN046,legal advisory,29312.13,2025-12-24,cfo_over_25k
INV-2026-01183,VEN058,security services,15095.84,2025-12-24,manager_under_25k
INV-2026-02817,VEN049,corporate travel,15505.04,2025-12-24,manager_under_25k
INV-2026-00128,VEN005,managed print,14057.51,2025-12-25,manager_under_25k
INV-2026-00212,VEN078,legal advisory,28704.42,2025-12-25,cfo_over_25k
INV-2026-00271,VEN024,marketing services,12844.6,2025-12-25,manager_under_25k
INV-2026-00554,VEN032,software licenses,21738.97,2025-12-25,manager_under_25k
INV-2026-00604,VEN028,strategy consulting,41938.84,2025-12-25,cfo_over_25k
INV-2026-00701,VEN015,fleet lease,57663.45,2025-12-25,cfo_over_25k
INV-2026-01364,VEN021,training services,8664.45,2025-12-25,manager_under_25k
INV-2026-01483,VEN006,strategy consulting,51716.09,2025-12-25,cfo_over_25k
INV-2026-01741,VEN051,recruitment,20845.75,2025-12-25,manager_under_25k
INV-2026-02905,VEN066,couriers,11039.64,2025-12-25,manager_under_25k
INV-2026-00097,VEN004,legal advisory,22978.51,2025-12-26,manager_under_25k
INV-2026-01066,VEN058,security services,14017.71,2025-12-26,manager_under_25k
INV-2026-01178,VEN023,IT support,29129.39,2025-12-26,cfo_over_25k
INV-2026-02494,VEN063,cloud hosting,28888.51,2025-12-26,cfo_over_25k
INV-2026-02865,VEN006,strategy consulting,40090.85,2025-12-26,cfo_over_25k
INV-2026-02916,VEN016,utilities,53651.02,2025-12-26,cfo_over_25k
INV-2026-02989,VEN018,recruitment,23991.95,2025-12-26,manager_under_25k
INV-2026-00650,VEN075,training services,10635.74,2025-12-27,manager_under_25k
INV-2026-00905,VEN071,IT support,14602.22,2025-12-27,manager_under_25k
INV-2026-01293,VEN065,office supplies,5463.0,2025-12-27,manager_under_25k
INV-2026-01626,VEN003,marketing services,29676.53,2025-12-27,cfo_over_25k
INV-2026-02065,VEN055,catering,10696.49,2025-12-27,manager_under_25k
INV-2026-02961,VEN024,marketing services,17169.54,2025-12-27,manager_under_25k
INV-2026-00017,VEN027,corporate travel,23708.58,2025-12-28,manager_under_25k
INV-2026-00170,VEN069,audit and tax,19880.87,2025-12-28,manager_under_25k
INV-2026-00291,VEN019,security services,24058.19,2025-12-28,manager_under_25k
INV-2026-00405,VEN003,marketing services,37100.35,2025-12-28,cfo_over_25k
INV-2026-00507,VEN042,audit and tax,37631.27,2025-12-28,cfo_over_25k
INV-2026-01081,VEN004,legal advisory,37542.43,2025-12-28,cfo_over_25k
INV-2026-01735,VEN072,marketing services,13752.94,2025-12-28,manager_under_25k
INV-2026-02009,VEN054,marketing services,18003.19,2025-12-28,manager_under_25k
INV-2026-02078,VEN046,legal advisory,36318.71,2025-12-28,cfo_over_25k
INV-2026-02923,VEN016,utilities,43424.13,2025-12-28,cfo_over_25k
INV-2026-00698,VEN042,audit and tax,25098.67,2025-12-29,cfo_over_25k
INV-2026-01082,VEN047,insurance broking,16909.08,2025-12-29,manager_under_25k
INV-2026-01600,VEN025,office supplies,9234.71,2025-12-29,manager_under_25k
INV-2026-01838,VEN034,legal advisory,41807.2,2025-12-29,cfo_over_25k
INV-2026-01854,VEN034,legal advisory,13998.61,2025-12-29,manager_under_25k
INV-2026-01923,VEN023,IT support,9942.07,2025-12-29,manager_under_25k
INV-2026-02155,VEN016,utilities,28142.76,2025-12-29,cfo_over_25k
INV-2026-02518,VEN006,strategy consulting,95286.01,2025-12-29,cfo_over_25k
INV-2026-02644,VEN080,HR advisory,7530.11,2025-12-29,manager_under_25k
INV-2026-02683,VEN019,security services,19455.57,2025-12-29,manager_under_25k
INV-2026-00505,VEN059,corporate travel,15477.41,2025-12-30,manager_under_25k
INV-2026-00607,VEN061,software licenses,13554.77,2025-12-30,manager_under_25k
INV-2026-00771,VEN020,catering,21616.77,2025-12-30,manager_under_25k
INV-2026-01841,VEN006,strategy consulting,109595.49,2025-12-30,cfo_over_25k
INV-2026-02225,VEN030,cloud hosting,14906.83,2025-12-30,manager_under_25k
INV-2026-02384,VEN018,recruitment,17421.7,2025-12-30,manager_under_25k
INV-2026-02604,VEN027,corporate travel,25853.32,2025-12-30,cfo_over_25k
INV-2026-02609,VEN014,cleaning services,12397.62,2025-12-30,manager_under_25k
INV-2026-00240,VEN073,catering,9318.06,2025-12-31,manager_under_25k
INV-2026-01134,VEN009,corporate travel,30710.24,2025-12-31,cfo_over_25k
INV-2026-01772,VEN033,audit and tax,15962.97,2025-12-31,manager_under_25k
INV-2026-02147,VEN030,cloud hosting,26059.56,2025-12-31,cfo_over_25k
INV-2026-02829,VEN015,fleet lease,28632.08,2025-12-31,cfo_over_25k
INV-2026-02974,VEN015,fleet lease,60635.51,2025-12-31,cfo_over_25k
INV-2026-00613,VEN040,HR advisory,17703.34,2026-01-01,manager_under_25k
INV-2026-00655,VEN009,corporate travel,18388.46,2026-01-01,manager_under_25k
INV-2026-01287,VEN028,strategy consulting,47910.08,2026-01-01,cfo_over_25k
INV-2026-01406,VEN048,cleaning services,7571.9,2026-01-01,manager_under_25k
