po_number,supplier_id,item,units,total_usd,po_date
PO-DM-00305,SUP003,plastic pellets,365,456.25,2026-04-15
PO-DM-00499,SUP044,forged hub,520,79991.6,2026-04-15
PO-DM-01356,SUP023,composite panel,409,179236.07,2026-04-15
PO-DM-01909,SUP031,steel sheets,1386,1539596.52,2026-04-15
PO-DM-02111,SUP020,compression spring 25mm,1476,1402.2,2026-04-15
PO-DM-00258,SUP041,composite panel,1297,598643.32,2026-04-16
PO-DM-00526,SUP005,casting bracket,703,77611.2,2026-04-16
PO-DM-01089,SUP048,steel sheets,639,546223.59,2026-04-16
PO-DM-01234,SUP012,plastic pellets,642,802.5,2026-04-16
PO-DM-01403,SUP035,precision shaft,505,46899.35,2026-04-16
PO-DM-01425,SUP031,steel sheets,343,338945.74,2026-04-16
PO-DM-01699,SUP045,bearing 6206,691,16901.86,2026-04-16
PO-DM-00049,SUP049,brass valve body,981,51826.23,2026-04-17
PO-DM-00543,SUP020,circlip 12mm,249,49.8,2026-04-17
PO-DM-00929,SUP038,PCB assembly type B,767,146259.23,2026-04-17
PO-DM-01222,SUP002,aluminum sheet,983,148914.67,2026-04-17
PO-DM-01325,SUP001,steel plate,857,764195.47,2026-04-17
PO-DM-01351,SUP026,gear set B,1045,195561.3,2026-04-17
PO-DM-01853,SUP040,aluminum profile,248,15919.12,2026-04-17
PO-DM-02000,SUP022,plastic resin,391,828.92,2026-04-17
PO-DM-02005,SUP005,casting body,1221,192209.82,2026-04-17
PO-DM-02317,SUP024,aluminum bracket,842,57491.76,2026-04-17
PO-DM-02382,SUP045,bearing 6206,775,10679.5,2026-04-17
PO-DM-00147,SUP003,plastic resin,161,331.66,2026-04-18
PO-DM-00297,SUP003,plastic pellets,685,1349.45,2026-04-18
PO-DM-00490,SUP034,machined component B,85,8515.3,2026-04-18
PO-DM-00972,SUP013,forged steel hub,986,311812.64,2026-04-18
PO-DM-01758,SUP011,steel sheets,928,1038942.4,2026-04-18
PO-DM-01783,SUP009,resistor pack,1415,268.85,2026-04-18
PO-DM-02292,SUP029,chip A,406,3361.68,2026-04-18
PO-DM-02331,SUP003,plastic resin,123,316.11,2026-04-18
PO-DM-00674,SUP038,PCB assembly type B,1261,155582.18,2026-04-19
PO-DM-00960,SUP015,memory chip 8GB,1107,20247.03,2026-04-19
PO-DM-00995,SUP003,plastic resin,1405,2388.5,2026-04-19
PO-DM-01916,SUP001,steel plate,428,368991.64,2026-04-19
PO-DM-01940,SUP027,powder-coated steel coil,245,343529.2,2026-04-19
PO-DM-01979,SUP005,casting bracket,285,42889.65,2026-04-19
PO-DM-02272,SUP003,plastic resin,399,801.99,2026-04-19
PO-DM-00012,SUP004,chip B,479,5915.65,2026-04-20
PO-DM-00159,SUP010,aluminum casting body,640,103616.0,2026-04-20
PO-DM-00436,SUP004,chip C,1290,20304.6,2026-04-20
PO-DM-00783,SUP017,polypropylene resin,1170,1965.6,2026-04-20
PO-DM-00834,SUP031,steel plate,1099,900707.43,2026-04-20
PO-DM-00866,SUP042,machined housing,262,23187.0,2026-04-20
PO-DM-01216,SUP002,aluminum sheet,113,11166.66,2026-04-20
PO-DM-01502,SUP007,stamped bracket,997,16729.66,2026-04-20
PO-DM-01891,SUP004,chip B,348,4433.52,2026-04-20
PO-DM-02101,SUP001,steel coil,1287,1504284.21,2026-04-20
PO-DM-02443,SUP048,steel plate,620,553870.8,2026-04-20
PO-DM-00271,SUP035,precision shaft,314,37058.28,2026-04-21
PO-DM-00354,SUP022,plastic resin,586,1365.38,2026-04-21
PO-DM-00438,SUP035,precision shaft,1126,140378.42,2026-04-21
PO-DM-00550,SUP013,forged steel hub,471,96338.34,2026-04-21
PO-DM-00593,SUP034,machined component A,929,52228.38,2026-04-21
PO-DM-00848,SUP006,plastic pellets,511,981.12,2026-04-21
PO-DM-01625,SUP021,stamped clip,987,6948.48,2026-04-21
PO-DM-01672,SUP031,steel coil,1188,1607209.56,2026-04-21
PO-DM-01680,SUP048,steel sheets,624,638033.76,2026-04-21
PO-DM-02437,SUP042,machined bracket,201,8872.14,2026-04-21
PO-DM-00938,SUP020,circlip 12mm,1233,221.94,2026-04-22
PO-DM-01134,SUP044,forged hub,303,40780.77,2026-04-22
PO-DM-01297,SUP002,aluminum profile,417,48192.69,2026-04-22
PO-DM-01525,SUP007,stamped bracket,1013,17869.32,2026-04-22
PO-DM-01644,SUP048,steel coil,471,499438.98,2026-04-22
PO-DM-01258,SUP047,plastic resin,1277,2771.09,2026-04-23
PO-DM-01534,SUP041,composite panel,109,26277.72,2026-04-23
PO-DM-01668,SUP044,forged shaft,1350,167373.0,2026-04-23
PO-DM-00544,SUP017,polypropylene resin,664,1015.92,2026-04-24
PO-DM-01518,SUP047,plastic pellets,320,377.6,2026-04-24
PO-DM-01969,SUP004,chip B,938,8470.14,2026-04-24
PO-DM-02063,SUP024,aluminum housing,1221,116202.57,2026-04-24
PO-DM-02495,SUP002,aluminum profile,164,14202.4,2026-04-24
PO-DM-00358,SUP023,composite tube,664,232579.28,2026-04-25
PO-DM-01355,SUP017,polypropylene resin,1316,2829.4,2026-04-25
PO-DM-01579,SUP046,diecast bracket,318,26762.88,2026-04-25
PO-DM-02040,SUP045,bearing 6206,593,13846.55,2026-04-25
PO-DM-02379,SUP004,chip B,589,7556.87,2026-04-25
